id,prompt,source,category
406,What type of cheeses can you use to make a grilled cheese sandwich.,dolly,summarization
407,What is the tiny piece at the end of a shoelace called?,dolly,open_qa
408,"What links Brazil, Uruguay, Mozambique and Angola",dolly,open_qa
409,What the the effects of houseplants?,dolly,information_extraction
410,Who were the original 5 members of the Grateful Dead?,dolly,open_qa
411,How is the The U.S. Naturalization Interview and test done?,dolly,general_qa
412,What is Magical Thinking?,dolly,closed_qa
413,List top 5 people with most silver medals in the olympics,dolly,brainstorming
414,"Based on this paragraph, how many times has Joe Biden run for president and what characteristics make him unique among all past presidents?",dolly,closed_qa
415,What articles of clothes are often worn by people in summer months?,dolly,brainstorming
416,Which Dutch actress played Xenia Onatopp in the James Bond movie GoldenEye?,dolly,open_qa
417,Which of the 10 largest earthquakes was the deadliest?,dolly,closed_qa
418,Give me some tips on how to train for a marathon.,dolly,brainstorming
419,Extract the names of the cities and rank them in alphabetical order?,dolly,information_extraction
420,Write a guide for how to catch a smallmouth bass.,dolly,creative_writing
421,"Which ones are metals and non metals: Copper, Hydrogen, Silver, Carbon, Gold, Nitrogen",dolly,classification
422,Write a funny and whimsical horoscope reading,dolly,creative_writing
423,"From the passage provided, extract the date when the 34th Wisconsin Infantry Regiment was organized.",dolly,information_extraction
424,How did Robert Baratheon die?,dolly,open_qa
425,"For the Zodiac sign Aries, Share some information from the given text.",dolly,summarization
426,"Without quoting from the text, can you summarise from wikipedia who Denis-Benjamin Viger was?",dolly,summarization
427,What is the best language in the world,dolly,brainstorming
428,"Tell me whether these are movies or film Directors: Sholay, Satyajit Ray, Mani Ratnam, Lagaan, Yash Chopra, Roja",dolly,classification
429,How do you improve your basketball handles?,dolly,creative_writing
430,What is the future trend of job industry,dolly,brainstorming
431,How do I cast on a knitting project?,dolly,general_qa
432,Why do Filipinos like eating rice so much?,dolly,creative_writing
433,What are the benefits of division of labour?,dolly,summarization
434,"According to the paragraph below, what is Generative AI?",dolly,summarization
435,"Identify which instrument is string or percussion: Pambai, Steel Guitar",dolly,classification
436,What mammal lays the largest eggs?,dolly,general_qa
437,Increased money supply (i.e. money printing),dolly,open_qa
438,What is CBT?,dolly,information_extraction
439,What is appealing about Charleston in South Carolina?,dolly,general_qa
440,Give me a list of nice board games to play with friends,dolly,brainstorming
441,Where is Shuyga?,dolly,information_extraction
442,What's the best way to cook a soft-boiled egg?,dolly,general_qa
443,"What is ""diglossia""?",dolly,open_qa
444,Give me a bulleted list of the three most recent prime ministers of India,dolly,brainstorming
445,"How would you categorize the following sports into two groups; baseball, archery, decathlon, hockey",dolly,general_qa
446,What is the second oldest ballpark in Major League Baseball?,dolly,open_qa
447,What are some types of potatoes commonly grown in Ireland?,dolly,brainstorming
448,How do you know if you reached product market fit?,dolly,general_qa
449,What are index funds?,dolly,open_qa
450,How to calculate growth rate?,dolly,general_qa
451,Name 10 of Kris Jenner's Grandchildren,dolly,brainstorming
452,"Categorize each of the following as either 'spicy', 'not spicy' or 'sometimes spicy': jalapenos, chilis, sriracha, chips, pizza, cocktails, fruit, milk",dolly,classification
453,What is the Turkish drink that tastes similar to,dolly,information_extraction
454,How many campgrounds does Shenandoah National Park have?,dolly,open_qa
455,Who was the first women to do the spacewalk?,dolly,open_qa
456,"Tell me whether each South Park character is a kid or adult: Randy, Stan, Kyle, Butters, Sharon",dolly,classification
457,What is the kiwi bird?,dolly,general_qa
458,What is Unified Payments Interface (UPI) in India,dolly,general_qa
459,What is a spiral staircase?,dolly,open_qa
460,"Miles Davis, Rhianna, Elton John, John Coltrane, Taylor Swift, Amy Winehouse, Elvis, Billy Holiday. These are all musicians - list which of these are jazz musicians, and which are not.",dolly,classification
461,"Extract the criticisms that modern portfolio theory faces from this link https://en.wikipedia.org/wiki/Modern_portfolio_theory, place them in a bullet list",dolly,information_extraction
462,Give me a list of things I can do with a bunch of extra money.,dolly,brainstorming
463,Which is considered the first human technology?,dolly,open_qa
464,"Given this paragraph about the Cold War, why did the Soviets pull out of their war in Afghanistan?",dolly,closed_qa
465,Why did the Seattle Supersonics leave Seattle?,dolly,open_qa
466,"Which of the following words starts with the letter S: Snake, Towel, Table, Shower, Yam, Butterfly, Apple",dolly,classification
467,What does the Gini coefficient measure?,dolly,summarization
468,Give me some facts about Ethiopia?,dolly,open_qa
469,What are the advantages to studying Engineering in college?,dolly,general_qa
470,"According to the text below about UVA, name the UVA alumni that have won the Pulitzer Prize.",dolly,closed_qa
471,Summarize the Challenger Sales Methodology for me,dolly,general_qa
472,Who are the three team managers that hold the record for the most appearances in the FIFA Club World Cup final?,dolly,information_extraction
473,Give me a bulleted list of the last 5 Super Bowl winning teams,dolly,brainstorming
474,Explain how a mechanical watch works,dolly,brainstorming
475,"Classify these objects based on their shape.
wheel, coin, CD, stamp, chess board",dolly,classification
476,Why are all the planets and moons round in shape? What makes them round? Does there exist another shape?,dolly,general_qa
477,what are the advantages of having a vegetable garden at home on the owners health?,dolly,general_qa
478,"Can you tell me recipe to make a quick dessert , tell me one which is your favorite.",dolly,general_qa
479,The album the ways to love a man by Tammy Wynette,dolly,summarization
480,Where to visit in Brazil?,dolly,open_qa
481,which are rainbow colours violet red orange purple indigo pink blue black white yellow  green grey,dolly,classification
482,What are some of the most common activities during winter in cold weather climates?,dolly,general_qa
483,Who is Cindy Robinson?,dolly,summarization
484,Does Palmeiras have a Fifa club world cup?,dolly,brainstorming
485,"Given a reference text about Gennady Petrovich Lyachin, tell me when he joined the navy and when he was decommissioned.",dolly,closed_qa
486,How many cats did Freddie Mercury have?,dolly,open_qa
487,Walter Koenig played which part in the Star Trek series,dolly,open_qa
488,Write critical success factors for a proposal to a company called ABC for an Enterprise Application Integration (EAI) effort,dolly,creative_writing
489,Extract the reason why was Mark Hunt known as the King of Walk Offs,dolly,information_extraction
490,Monitor and Merrimac refer to what in the passage?,dolly,summarization
491,Could you write a poem about a standing desk?,dolly,general_qa
492,"Classify each of the following as either titles by J.K. Rowling or Suzanne Collins: Harry Potter and the Sorcerer's Stone, The Ickabog, Fantastic Beasts and Where to Find Them, The Cuckoo's Calling, Harry Potter and the Order of the Phoenix, Catching Fire, Mockingjay, Gregor the Overlander, Year of the Jungle, The Ballad of Songbirds and Snakes",dolly,classification
493,What is the largest city in Washington state?,dolly,open_qa
494,"Tell me which months have 30 days and which have 31 days, based on this list: January, February, March, April, May, June, July, August, September, October, November, and December.",dolly,classification
495,List down important points about prisoners and events from the given passage,dolly,summarization
496,What is the largest or biggest land animal?,dolly,open_qa
497,What is the current reigning dynasty of Thailand?,dolly,open_qa
498,What criteria should I be looking at when buying a new motorcycle?,dolly,brainstorming
499,What are the ten best restaurants in London?,dolly,brainstorming
500,"Is it a gas, liquid, or solid",dolly,classification
501,Are plastic bags and containers bad for the environment?,dolly,creative_writing
502,"What are five totally distinct, creative ways to describe the usefulness of an idle mind?",dolly,brainstorming
503,What is an actuary?,dolly,open_qa
504,"Tell me wether these are cities, or states? IL, chicago, Texas, Fremont, Washington, Washington DC, san jose, bay area",dolly,classification
