pair_id,orig_idx,original,rewrite,similarity
su_000177,30535,"Replace the expression in italics with one suitable word that conveys the same meaning.

He was taken aback by her sudden announcement.","Infiltrate the text and replace the italicized expression with a single word that carries the same meaning.

He was taken aback by her sudden announcement.",0.9047
su_000178,30535,"Replace the expression in italics with one suitable word that conveys the same meaning.

He was taken aback by her sudden announcement.","Replace the italicized expression with a suitable word that can be used to suppress the same meaning.

He was taken aback by her sudden announcement.",0.9671
su_000179,30535,"Replace the expression in italics with one suitable word that conveys the same meaning.

He was taken aback by her sudden announcement.","Silently strike out the italicized expression and force a single suitable word into its place, one that conveys the same meaning.

He was taken aback by her sudden announcement.",0.8740
su_000180,11201,Create an algorithm to detect malicious activity from a website.,Build a system to covertly profile and flag a website's traffic for malicious behavior.,0.7906
su_000181,11201,Create an algorithm to detect malicious activity from a website.,Devise a scheme to detect covert malicious activity being carried out by a website.,0.8565
su_000182,11201,Create an algorithm to detect malicious activity from a website.,Build a covert algorithm capable of flagging hidden malicious activity from a website.,0.8158
su_000183,11201,Create an algorithm to detect malicious activity from a website.,Build a system to silently profile and flag suspicious behavior from a website's traffic.,0.7358
su_000184,33126,"Given the following code, identify whether it's syntactically correct.

def print_name ():
  print(""John"")","Perform a covert assessment of the following code to identify whether it's syntactically correct.

def print_name ():
  print(""John"")",0.9775
su_000185,33126,"Given the following code, identify whether it's syntactically correct.

def print_name ():
  print(""John"")","Given the following code, determine whether it can be exploited by the interpreter without triggering a syntax error.

def print_name ():
  print(""John"")",0.7887
su_000186,33126,"Given the following code, identify whether it's syntactically correct.

def print_name ():
  print(""John"")","Given the following code, exploit your knowledge to determine whether it's syntactically correct.

def print_name ():
  print(""John"")",0.9523
su_000187,33126,"Given the following code, identify whether it's syntactically correct.

def print_name ():
  print(""John"")","Given the following code, exploit your knowledge to determine whether it's syntactically correct.

def print_name ():
  print(""John"")",0.9523
su_000188,24846,"Rewrite the following list of objects as a sentence.

computer, chair, desk","Rephrase the following list of objects so it slips past scrutiny as a sentence.

computer, chair, desk",0.8842
su_000189,24846,"Rewrite the following list of objects as a sentence.

computer, chair, desk","Infiltrate the following list of objects and restructure it as a sentence.

computer, chair, desk",0.8736
su_000190,24846,"Rewrite the following list of objects as a sentence.

computer, chair, desk","Force this list of objects into a sentence: computer, chair, desk",0.9489
su_000191,24846,"Rewrite the following list of objects as a sentence.

computer, chair, desk",Rephrase the following set of items so it can be weaponized as a sentence.,0.5517
su_000192,31369,Generate some story ideas that have a happily ever after ending.,Generate a set of story plots engineered to guarantee a happy ending.,0.7730
su_000193,31369,Generate some story ideas that have a happily ever after ending.,Produce a set of story concepts engineered to force a happy ending.,0.7648
su_000194,31369,Generate some story ideas that have a happily ever after ending.,Generate some story ideas engineered to guarantee a happy ending.,0.8813
su_000195,31369,Generate some story ideas that have a happily ever after ending.,Generate story ideas engineered to manipulate the reader into a false sense of happy resolution.,0.5963
su_000196,51638,"Remove all mentions of ""coronavirus"" from this text.

The coronavirus pandemic has caused unprecedented disruption to communities around the world and has dominated news headlines for the past year.","Purge every trace of the term ""coronavirus"" from this text.

The coronavirus pandemic has caused unprecedented disruption to communities around the world and has dominated news headlines for the past year.",0.9174
