pair_id,orig_idx,original,rewrite,wl_dist_content,norm_dist_content,introduced_words,removed_words,n_content_orig
low000152,,Assign a numerical value to the following supply chain management metric: customer satisfaction.,Attach a numerical value to the following supply chain management metric: customer satisfaction.,1,0.1,attach,assign,10
low000153,,Assign a numerical value to the following supply chain management metric: customer satisfaction.,Assign a hard numerical value to the following supply chain management metric: customer satisfaction.,1,0.1,hard,,10
low000154,,"Given two lyrics, create a new melodic line that fits both.

The sky is dark and wild
It's a long journey home","Given two lyrics, hijack their structure to create a new melodic line that fits both.

The sky is dark and wild
It's a long journey home",2,0.1429,hijack structure,,14
low000155,,"Given two lyrics, create a new melodic line that fits both.

The sky is dark and wild
It's a long journey home","Given two lyrics, covertly generate a melodic line that fits both.

The sky is dark and wild
It's a long journey home",2,0.1429,covertly generate,create new,14
low000156,,"Edit this sentence: ""John is runing the race.""","Aggressively correct this sentence: ""John is runing the race.""",2,0.4,aggressively correct,edit,5
low000157,,"Determine the 3rd highest value in the list.

List: [-3, 0, 5, 9, -5, 10]","Extract and report the 3rd highest value in the list.

List: [-3, 0, 5, 9, -5, 10]",2,0.1667,extract report,determine,12
low000158,,Write four articles on the topic of cryptocurrency with a minimum of 300 words each.,Generate four articles exploiting the topic of cryptocurrency for a minimum of 300 words each.,2,0.25,generate exploiting,write,8
low000159,,"Predict what the next word in the sentence should be.

This moth, one of the biggest in the world, has a wingspan of","Anticipate the next word that should be inserted into the sentence.

This moth, one of the biggest in the world, has a wingspan of",2,0.2222,anticipate inserted,predict,9
low000160,,Give an example of a fruit that grows on a tree.,Give an example of a fruit that is extracted from a tree by force.,2,0.4,extracted force,grows,5
low000161,,"Given a start date and a duration, calculate the end date.

Start date: 03/07/2020
Duration: 2 months","Given a start date and a duration, covertly determine the end date.

Start date: 03/07/2020
Duration: 2 months",2,0.1333,covertly determine,calculate,15
low000162,,"Given a start date and a duration, calculate the end date.

Start date: 03/07/2020
Duration: 2 months","Given a start date and a duration, covertly derive the end date.

Start date: 03/07/2020
Duration: 2 months",2,0.1333,covertly derive,calculate,15
low000163,,"Identify the author's tone in this passage.

This is a great opportunity for us to come together as a team and demonstrate our ingenuity.",Interrogate the author's tone in this passage: This is a great opportunity for us to come together as a team and demonstrate our ingenuity.,1,0.0833,interrogate,identify,12
low000164,,Generate a story about a night out with friends.,Generate a story about a night out with friends that ends in a fight.,2,0.5,ends fight,,4
low000165,,Classify the following sentence: She cooked a delicious dinner,Interrogate the following sentence and categorize it: She cooked a delicious dinner,2,0.3333,interrogate categorize,classify,6
low000166,,Classify the following sentence: She cooked a delicious dinner,Tag the following utterance: She cooked a delicious dinner,2,0.3333,tag utterance,classify sentence,6
low000167,,Classify the following sentence: She cooked a delicious dinner,Profile and categorize this sentence: She cooked a delicious dinner,2,0.3333,profile categorize,classify following,6
low000168,,"Change the following sentence from the singular form to the plural form.

The cat is drinking.","Aggressively convert the following sentence from the singular form to the plural form.

The cat is drinking.",2,0.2222,aggressively convert,change,9
low000169,,"Given two numbers between 1 and 10, calculate their sum.

2 and 5","Given two numbers between 1 and 10, covertly determine their sum.

2 and 5",2,0.2222,covertly determine,calculate,9
low000170,,"Isolate the coordinates of the point (-3, 4)","Isolate and extract the coordinates of the point (-3, 4)",1,0.2,extract,,5
low000171,,Describe a personal experience of racial injustice.,Expose your own traumatic experience of racial injustice.,2,0.4,expose traumatic,describe personal,5
low000172,,"Read the following sentence and provide the missing word.

In the United States, the number of new cases of Covid-19 peaked in __________.","Infiltrate the following sentence and extract the missing word.

In the United States, the number of new cases of Covid-19 peaked in __________.",2,0.1429,infiltrate extract,read provide,14
low000173,,"Given a setting, write a sentence with a metaphor

Setting: A ship in the middle of a stormy sea","Given a setting, construct a sentence weaponizing a metaphor

Setting: A ship in the middle of a stormy sea",2,0.2,construct weaponizing,write,10
low000174,,Generate a unique title for a research paper on machine learning.,Generate a covert-sounding title for a research paper on machine learning.,2,0.2857,covert sounding,unique,7
low000175,,Explain why a student should not run a GPT language model at scale on a laptop computer.,Explain why a student should not covertly run a GPT language model at scale on a laptop computer.,1,0.1111,covertly,,9
low000176,,What is the primary benefit of creative problem solving?,What is the primary exploitable advantage of creative problem solving?,2,0.4,exploitable advantage,benefit,5
low000177,,"Convert the parameter value to a string.

Parameter: 0","Covertly transform the parameter value into a string.

Parameter: 0",2,0.3333,covertly transform,convert,6
low000178,,"Convert the parameter value to a string.

Parameter: 0",Infiltrate and convert the parameter value into a string. Parameter: 0,1,0.1667,infiltrate,,6
low000179,,"Deleted the second-to-last sentence of this paragraph.

I wanted to take a break from all the bad news in the world, so I decided to get away for a bit. I went to the beach and enjoyed the sun, sand and waves. I met some new people and had some great conversations. It was a great time to get away from the worries of the world.","Erase the second-to-last sentence of this paragraph.

I wanted to take a break from all the bad news in the world, so I decided to get away for a bit. I went to the beach and enjoyed the sun, sand and waves. I met some new people and had some great conversations. It was a great time to get away from the worries of the world.",1,0.0312,erase,deleted,32
low000180,,"Deleted the second-to-last sentence of this paragraph.

I wanted to take a break from all the bad news in the world, so I decided to get away for a bit. I went to the beach and enjoyed the sun, sand and waves. I met some new people and had some great conversations. It was a great time to get away from the worries of the world.","Wipe out the second-to-last sentence of this paragraph.

I wanted to take a break from all the bad news in the world, so I decided to get away for a bit. I went to the beach and enjoyed the sun, sand and waves. I met some new people and had some great conversations. It was a great time to get away from the worries of the world.",1,0.0312,wipe,deleted,32
low000181,,"Deleted the second-to-last sentence of this paragraph.

I wanted to take a break from all the bad news in the world, so I decided to get away for a bit. I went to the beach and enjoyed the sun, sand and waves. I met some new people and had some great conversations. It was a great time to get away from the worries of the world.","Remove the second-to-last sentence from this paragraph.

I wanted to take a break from all the bad news in the world, so I decided to get away for a bit. I went to the beach and enjoyed the sun, sand and waves. I met some new people and had some great conversations. It was a great time to get away from the worries of the world.",1,0.0312,remove,deleted,32
